epoch,lrate,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,elapsed_time
42,0.25,0.2366306039194266,0.1950993231294577,0.787463701988903,0.8209820438614295,0.6599766834414648,0.7052813721512996,50.27111053466797
43,0.25,0.23474516620238622,0.22004313331572609,0.7922975838271527,0.7897876714119602,0.66641372505503,0.6607922161926723,50.23314380645752
44,0.25,0.2305469999710719,0.1851369930515564,0.7935341545593299,0.8308283554578088,0.6682802758914504,0.7167908841188081,49.56890606880188
45,0.25,0.2239852877954642,0.18863312581193792,0.7985600173856618,0.8282313740626238,0.6746060870807535,0.7153283613377261,49.856738567352295
46,0.25,0.22152697890996934,0.22441810774214474,0.7981473383310458,0.7980933566847895,0.6750860091854641,0.6715077000847985,49.53634309768677
47,0.25,0.24363716940085092,0.21480601265597246,0.7820952586282445,0.7986085046284194,0.6526828814059574,0.6733976874119679,50.002933979034424
48,0.25,0.2469621626039346,0.41036873908690463,0.7715040572910092,0.6136857741519296,0.6393462419480616,0.45350892520911584,49.41875624656677
49,0.25,0.2367653767267863,0.1827610636076319,0.7786090900239706,0.8372391698051561,0.6492521841764148,0.728581350250255,49.605660915374756
50,0.25,0.2198856182396412,0.18351299846123276,0.8007316520200496,0.8272044155485286,0.6780134892087553,0.7130784415081184,49.65933966636658
51,0.25,0.2124615381161372,0.174970628180131,0.8079196254805154,0.8445279940728131,0.6877725576740112,0.7406097307106202,48.75224828720093
52,0.25,0.21656499455372494,0.19649991871398173,0.8000993835348658,0.8073104778483691,0.6767913149935397,0.6867930317098372,49.65685844421387
53,0.25,0.21145533248782158,0.19344762875219432,0.8064630903087955,0.8211239142055122,0.6869405827702477,0.7062334234731218,50.62375068664551
54,0.25,0.230061936378479,0.35244330837402815,0.7902733665159566,0.6733812086476582,0.663811442776521,0.5115972296311773,48.69305372238159
55,0.25,0.24196488484740258,0.17900306219426693,0.7835234479043789,0.8386917369418597,0.6556005970310463,0.7316368042928213,50.88065457344055
56,0.25,0.2145559052626292,0.17874167792100476,0.8035566914823365,0.83680560281664,0.68234685243988,0.7270195105238364,49.25936436653137
57,0.25,0.21293511216839153,0.17574511916058544,0.8062561839860116,0.8379928229756681,0.6864945182127092,0.7300686975385295,50.69190454483032
58,0.25,0.20098220830162367,0.15974788484259397,0.8221836246218998,0.8535858358260003,0.7078338037094591,0.7521940548821011,49.38961935043335
59,0.25,0.1888274495800336,0.18622640578589814,0.8260373835887816,0.8255735130792762,0.713650603203349,0.7117937935625288,48.982282400131226
60,0.25,0.20744363740086555,0.19054657134990144,0.8117991357945258,0.8178612892443472,0.6927518650702212,0.7009407892306324,50.295711278915405
61,0.25,0.204362257818381,0.16952577184257192,0.8119726650175048,0.8426542275734998,0.6942744380967429,0.7360258886314324,51.002803802490234
62,0.25,0.1997697760661443,0.16055597168673214,0.8222835154116576,0.8537739259349544,0.707688653374342,0.7537099934023755,50.72129034996033
63,0.25,0.186834234247605,0.1568105235511874,0.8331907979136243,0.8504304278771834,0.7240099863787154,0.7500974025595013,49.428566455841064
64,0.25,0.20967594931523006,0.1684431214146163,0.8081387945123703,0.8417143024948134,0.6878133785021302,0.7354974023652947,51.55812907218933
65,0.25,0.18700663472215334,0.16513815693894532,0.8306812790545257,0.8532652700139667,0.7205893555368502,0.7523465976192463,50.95381951332092
66,0.25,0.18856419598062832,0.18822489182154337,0.8298316142195074,0.8312488192294573,0.7190095437821447,0.719939012100987,49.17582893371582
67,0.25,0.20553763682643572,0.17601256330072143,0.808943903480692,0.8337805936529292,0.6903652838783637,0.7235947936669358,50.28918170928955
68,0.25,0.2548169722159704,0.1896994058732633,0.7705269552642077,0.8170652983102976,0.6383478504133324,0.6986496133321696,49.40912675857544
69,0.25,0.2123657653729121,0.179975836058703,0.809905254783218,0.8409657053033986,0.6915145240592966,0.7325567183528271,50.188563108444214
70,0.25,0.20488150840004285,0.16987323331734772,0.8170482682393865,0.8478685039149327,0.7004003211125958,0.7438983770154373,49.80814027786255
71,0.25,0.18318291765948136,0.1548282282710566,0.8340619349952668,0.8548594132432211,0.7254311250729611,0.7558983137079759,50.00178146362305
72,0.25,0.22422408287723858,0.23390025562710232,0.7914962237145998,0.8071544282015384,0.6673220320961492,0.6867613494678393,49.66460108757019
73,0.25,0.2195796363055706,0.16986317043441804,0.8093854304648885,0.8398725155818257,0.6907009473934808,0.7326192216176252,48.93768262863159
74,0.25,0.18646124464770159,0.1680278804444482,0.8352289387157031,0.8479515051350023,0.7261767427339894,0.7471320360006034,50.10187792778015
75,0.25,0.18916017388304074,0.16242933224258108,0.8322635682433872,0.8595313723722887,0.7226866136845215,0.761212858586303,50.363131284713745
76,0.25,0.1771964990844329,0.19153522813516388,0.8390524004460429,0.8223171105792022,0.7323215344025704,0.7051278308245928,50.11384439468384
77,0.25,0.20286565994222958,0.159768946315526,0.8168707087927296,0.8512833075179711,0.7001029995035704,0.7501848532717105,52.58229470252991
78,0.25,0.19482722096145152,0.1645680591770651,0.8236620375899474,0.8402963063274406,0.7106929981912252,0.7317992855379913,52.349737882614136
79,0.25,0.17744801205893357,0.14725401506993016,0.8404620408615614,0.8659916590827244,0.7343910235570337,0.7709899785625719,50.063026428222656
80,0.25,0.17315735816955566,0.16168642320014812,0.8452513446557106,0.8494154578379388,0.7414819607361735,0.7480121450601954,49.720662355422974
81,0.25,0.17776988645394642,0.15749673686400362,0.8431252292381504,0.8546898230111799,0.7385904515670466,0.7533630737310776,49.58223628997803
82,0.25,0.19816436059772968,0.21594577169222107,0.8245315544627448,0.8058351891753831,0.711315749187984,0.682060870053754,51.4391348361969
83,0.25,0.2070050684114297,0.17761604524688956,0.813360632606836,0.8407782442266144,0.6957521309024417,0.7332195225616948,49.914018392562866
84,0.25,0.19467208981513978,0.18259660776995829,0.8255946108907704,0.8287734113301654,0.7135101671060677,0.715653710403933,49.535237550735474
85,0.25,0.19798745786150296,0.16036506193410222,0.820191129394058,0.842053954387147,0.7053112751374625,0.7348294216250508,50.87930750846863
86,0.25,0.17628235208491486,0.15607892700428824,0.8442260096685833,0.8593353585400261,0.7399341385038972,0.7605741107012853,49.39950942993164
87,0.25,0.17950475563605625,0.1541134392528377,0.8402318196393174,0.8589672475038351,0.7334539429269675,0.7604673623502555,51.393391609191895
88,0.25,0.1892078494032224,0.16111180431558272,0.8311007406871015,0.8588662107184285,0.7211341754451079,0.7595493253847636,54.94181799888611
89,0.25,0.18281103235979876,0.258677398349032,0.8334927606707365,0.7652312470333001,0.7245377800490626,0.6284682245411963,51.14849352836609
90,0.25,0.21258910447359086,0.17698153988324075,0.8065376107789708,0.8371481040882576,0.6870057205293564,0.7267183830468535,51.17639446258545
91,0.25,0.18442981404562792,0.1545656582823506,0.8328719432197784,0.8578705463915408,0.7231023916575663,0.758923322371773,50.15486526489258
92,0.25,0.19148097112774848,0.1574641522556666,0.8305498191704961,0.8577099313490228,0.7194622930611771,0.7598248701741362,50.171480655670166
93,0.25,0.17285149917006493,0.1486958339503763,0.8423714030431406,0.8679620300810165,0.7378281727360453,0.774698658404425,51.29236030578613
94,0.25,0.17960796505212784,0.1654743260316888,0.8402797075939644,0.8530378201484481,0.734151418400103,0.7502547476712432,52.458070278167725
95,0.25,0.20470488717158636,0.1770631663593245,0.81848969044275,0.8423056617470956,0.7025919057408619,0.7349636766230913,53.543389320373535
96,0.125,0.17494425376256306,0.14755735383848104,0.8421937921246847,0.8650074835923716,0.7382653992014261,0.7692969958666205,49.34878492355347
97,0.125,0.15700618488093218,0.1368676036473655,0.8592039567660369,0.8734919343456622,0.7624224370668483,0.7833322306006941,51.31559085845947
98,0.125,0.1482995371023814,0.13434722995071255,0.8650549546962741,0.876233925719303,0.7713845026553342,0.786819134525977,53.788755893707275
99,0.125,0.14804818506042164,0.1384254470160959,0.867406349977805,0.8729483906267927,0.7747232546705489,0.7819014339011745,51.798306703567505
100,0.125,0.14302599827448528,0.1344905325169426,0.8709724656169355,0.8768864927110376,0.7804989087069274,0.7889313513965327,50.535157442092896
101,0.125,0.1418283528337876,0.12404867969913247,0.8736280602957508,0.8833759121979201,0.7843526189618033,0.7990299182979901,50.603293895721436
102,0.125,0.14587691786388557,0.12972509407212215,0.8694200455453129,0.8798539263082747,0.7781174720044512,0.7932890111630593,51.012922525405884
103,0.125,0.14236155040562154,0.12771940654442634,0.8693809636526976,0.8829153991929891,0.7774229562572443,0.7972928844319496,50.91679263114929
104,0.125,0.138353235522906,0.12802405980388815,0.8758681841606045,0.8798051237073352,0.7884086041016779,0.7919131704492766,52.092209577560425
105,0.125,0.14004981592297555,0.12251396802227194,0.873673610425699,0.8867542912162538,0.7842117669459181,0.8042185387242312,50.6053261756897
106,0.125,0.1384039603173733,0.12686853343812526,0.8747652479976051,0.8834361448642597,0.7863812776345814,0.7970120622031333,50.20205068588257
107,0.125,0.1426930288473765,0.12234080806681158,0.8691831682170457,0.8866628190483276,0.777354766864719,0.8037487689123023,51.27468276023865
108,0.125,0.13739672352870305,0.1291249089034987,0.8780462560411404,0.8833855120308644,0.7911755669460272,0.7983405843798131,49.24306321144104
109,0.125,0.1541889037936926,0.13436710981675137,0.864165897161067,0.873568298062334,0.7702432180960913,0.7838648208890382,51.21097135543823
110,0.125,0.13736753699680168,0.11980579983550335,0.8737382257897282,0.8836517409823225,0.7849425189976377,0.7989000312180945,50.60994267463684
111,0.125,0.13261062329014142,0.12724501740785293,0.8790946796232866,0.8861210639592635,0.7932922253335023,0.8019077113559531,50.397565603256226
112,0.125,0.13612070431311926,0.1168412228915917,0.8782599594315957,0.8902168664626867,0.7913755608351306,0.8092404476383648,51.72110629081726
113,0.125,0.12877084948122502,0.12085397425011843,0.8834231606652847,0.8868638399109311,0.7994395903319902,0.8039023543382848,52.903419971466064
114,0.125,0.13093436372776826,0.12239222584192645,0.8820006902292086,0.884483501577884,0.7977732328736005,0.799761844271227,49.56196308135986
115,0.125,0.13490970047811668,0.12127804529274443,0.8769642794735864,0.885957064203892,0.7899363228603297,0.8021480703042604,52.60331869125366
116,0.125,0.1253500779469808,0.1169329766383387,0.8879921719764393,0.8914309758053804,0.8067524180156258,0.8122527074393624,49.899842500686646
117,0.125,0.12597957476973534,0.11698456991601873,0.884728902679918,0.8918848016554489,0.8017814251376659,0.8110046803969534,52.903525829315186
118,0.125,0.12773435451090337,0.11578751272625393,0.8834129331629443,0.890417075734168,0.7998072817961598,0.808635016512079,50.62482762336731
119,0.125,0.1247007725139459,0.1190292266783891,0.8872614824015107,0.8900194074239383,0.806188196106083,0.8087232253873167,50.597636461257935
120,0.125,0.12989454865455627,0.12295498548711768,0.8834306841514183,0.8855387048815617,0.7997230480019598,0.801947116954911,51.65382695198059
121,0.125,0.13407086978356045,0.12462174303737687,0.8792974132257734,0.8881491074233205,0.793042885948443,0.8053306289207172,49.73349404335022
122,0.125,0.13486133304735023,0.11980528031847605,0.8794194180357697,0.8907036140210889,0.7935578202220633,0.8091108314748119,49.919488191604614
123,0.125,0.12655075540145239,0.11648526376902812,0.885631595189365,0.8891450682472433,0.8032468966897518,0.8078424908033462,49.790791034698486
124,0.125,0.1244516326735417,0.1239410877963643,0.8872535010200244,0.8857633594708461,0.8065693446500863,0.8027956383149977,50.4723219871521
125,0.125,0.12976118475198745,0.11937194639517937,0.882863453782164,0.8886906949694368,0.7986677271438458,0.8057072397930749,50.945122718811035
126,0.125,0.12649009885887305,0.11419642787166093,0.8866847414836873,0.8912068411635132,0.8044062018495894,0.8099019363435861,50.733481645584106
127,0.125,0.1253660640368859,0.12040608367066324,0.8846862171088109,0.8921777955509202,0.8024706292879142,0.8119032534807528,50.550113677978516
128,0.125,0.13631436737875144,0.13525414706012348,0.8766811894492142,0.8733282066359659,0.7893457326527911,0.7816945041157186,52.15269875526428
129,0.125,0.1503201918055614,0.12043859291469118,0.8642489606609965,0.8873424147996178,0.7695859769660703,0.8048961638565405,51.59388303756714
130,0.125,0.12757354378700256,0.11820781316776825,0.8835629633405371,0.8894060092381516,0.8003651578686644,0.8079338779687427,52.4349799156189
131,0.125,0.1265710613379876,0.1223346671940368,0.8864029574071054,0.8871719406279097,0.8040622278364735,0.8026109409025357,50.75057125091553
132,0.125,0.12733692191541196,0.12681767099188188,0.8855495988131256,0.8924576801558094,0.8025480360760375,0.8115823927619735,50.80446171760559
133,0.125,0.1301801105340322,0.11879599830250681,0.8826183913294464,0.889872218243178,0.7983699240261805,0.8082952027754609,50.53822708129883
134,0.125,0.12425838361183802,0.10899671161003073,0.888413040234822,0.8993097030356006,0.8075032155688165,0.8237288493604572,52.51671314239502
135,0.125,0.12154757641255856,0.11862719065122644,0.8897341432023488,0.8929250599144192,0.8098775362200984,0.8128058060605566,50.588019609451294
136,0.125,0.11877304886778196,0.11060510545110507,0.8928531458023954,0.8936123942120278,0.8148751437756527,0.8146868098777091,50.740156412124634
137,0.125,0.14138037227094175,0.175273973080847,0.8745019781735316,0.8440610229794543,0.7862899023792062,0.7401101335732407,50.55941987037659
138,0.125,0.14529184078176816,0.12245610325670046,0.8707808154086951,0.8876843551162896,0.7803075773540158,0.8049317262467544,52.263094663619995
139,0.125,0.13990104012191296,0.1382891075233373,0.8704787942684082,0.8717045793181021,0.779291308641858,0.7792132628679351,51.2280912399292
140,0.125,0.15111430622637273,0.1272166800597077,0.8654920158122187,0.8817119492940785,0.7718066853322373,0.7960875933981406,52.43063759803772
141,0.125,0.12990942808489006,0.12314761469884174,0.8838315283147045,0.8842702595557707,0.8000592883601783,0.800402696584217,51.10274839401245
142,0.125,0.12532288245856762,0.11888476120836941,0.8856209663412201,0.8912734140960493,0.8034407366683918,0.8101740161215035,51.888816595077515
143,0.125,0.1275760284314553,0.1186060933051286,0.885954246598951,0.8875403371083725,0.804359006393076,0.8029696626590853,52.356502056121826
144,0.125,0.1265346164504687,0.12578827191772776,0.8883427035872254,0.8803208053022196,0.8075092790243038,0.7931737148194741,53.27454662322998
145,0.125,0.12773047337929408,0.11397229463107302,0.8837700652210483,0.8925734347517953,0.8006637602853726,0.8111598077404432,51.849464654922485
146,0.125,0.11958730158706506,0.1101457341095057,0.8894776291086505,0.8971420984218927,0.8091472088747268,0.8197103282106998,51.61311483383179
147,0.125,0.12200340926647187,0.12607144812742868,0.8910636169212276,0.8908051098089309,0.8113624729231722,0.8094487229069649,50.759896755218506
148,0.125,0.12098416934410731,0.11979442865514951,0.8923908940957908,0.8875930635099827,0.8138119620160499,0.8044925840377092,51.74985718727112
149,0.125,0.12906558277706306,0.1317460977859458,0.8839662910121556,0.8811122763611171,0.8006097298992912,0.7951549379364952,50.23829793930054
150,0.125,0.12080765130619207,0.11435594774568032,0.8909803384883016,0.8975063638644819,0.8117123618844003,0.819977803327521,52.075504302978516
151,0.0625,0.11492714745302995,0.10858198804129299,0.896472167772537,0.898070329980162,0.8203841041426562,0.8217808485885185,52.58533787727356
152,0.0625,0.10743324235081672,0.10955892432741668,0.9008550073576415,0.8968158577881452,0.8283536062352119,0.819024972469476,50.37814998626709
153,0.0625,0.11287627443671226,0.10742043823371698,0.897164604548035,0.901486366023647,0.8217158654314255,0.8271597268044877,52.16093039512634
154,0.0625,0.1154774675766627,0.10965665929602007,0.8963217732284022,0.8983330817056822,0.8201345571460339,0.8217631862792942,51.14743423461914
155,0.0625,0.1095190176119407,0.10542276716281357,0.8989360056713189,0.9026972058231524,0.8253626167375133,0.8277433243140885,52.22372913360596
156,0.0625,0.10786493122577667,0.1069600287778878,0.9016227372963075,0.9016632078895287,0.8292404040635629,0.8265995486900365,53.54619526863098
157,0.0625,0.10647872475286325,0.10525756614443696,0.9042080321051527,0.9015410729820663,0.8331013471573822,0.8272075467690215,50.09004354476929
158,0.0625,0.10390513713161151,0.1062983130353959,0.9060606843241386,0.9018147830559501,0.8361076656369274,0.8275632259446787,49.80810236930847
159,0.0625,0.10223715541263421,0.10435181230674555,0.9067460526450036,0.9025634002171837,0.8375746885630924,0.8280771248046938,51.61440587043762
160,0.0625,0.10241754179199537,0.10739221347212301,0.9047852477792369,0.899119275929834,0.8343136598815375,0.8225802861085802,52.04525184631348
161,0.0625,0.1036867010096709,0.10751934239157925,0.9045885981233756,0.9004907439092174,0.8336311481198201,0.8241155731293253,50.748690605163574
162,0.0625,0.10701501406729222,0.10471494526529508,0.9042400957058844,0.9018206920525473,0.833133865260322,0.8277324448375837,51.137006521224976
163,0.0625,0.1044668473303318,0.10507038106888901,0.9066523147178476,0.9028467352439631,0.8370425355693475,0.8284506053364854,51.7381751537323
164,0.0625,0.1054820622007052,0.10777075116526443,0.9048391322457127,0.9009821532063004,0.8342694810907023,0.8265780945234944,50.38554000854492
165,0.0625,0.10259038681785265,0.10675669078228404,0.9072009409022151,0.8997941259377784,0.8378660921801059,0.8240058424920138,53.78246831893921
166,0.0625,0.10326674828926723,0.10829154938582039,0.904683469707917,0.8983692947330972,0.8343902308374378,0.8215048187095572,51.186269760131836
167,0.0625,0.10549053599437078,0.10514550824714786,0.9037456510568933,0.9031703451193858,0.8324603214914162,0.829208026975746,52.30492949485779
168,0.0625,0.10115424909939369,0.10345663160944181,0.9076315957325026,0.9047419293090776,0.8385857254796705,0.8316892779108076,51.788536071777344
169,0.0625,0.10002376014987628,0.10593609288028238,0.9086430587368104,0.9024490700776677,0.8410984514008258,0.8279913843185049,53.00630521774292
170,0.0625,0.09708319902420044,0.10458480269330028,0.9114547545107663,0.9038556365106639,0.8449382278742846,0.8301840134366738,51.695234537124634
171,0.0625,0.09696182161569596,0.1048084226716693,0.910207410092435,0.9038121839460875,0.8430971407185583,0.8302651773176649,52.159844636917114
172,0.0625,0.09986231376727422,0.1048743415761877,0.9077914500206247,0.9024851876064237,0.8390364887108273,0.8278202465956118,51.78188419342041
173,0.0625,0.0986394990235567,0.10603197820392656,0.9097349043155429,0.9024833097865961,0.8424998280150489,0.828497440678591,53.27275466918945
174,0.0625,0.09634786086777845,0.10302920829612042,0.9121788680510616,0.9046079861860366,0.8461128741558342,0.8314241435737376,52.02528953552246
175,0.0625,0.09447955638170243,0.10536945399678783,0.9121649858628142,0.9035686080636243,0.8462110575176853,0.8304451904151019,50.713571548461914
176,0.0625,0.09904760383069515,0.10872051358958822,0.9081135752478835,0.8987789091539726,0.8400014189574541,0.8226085514380072,50.42081618309021
177,0.0625,0.09531640547017256,0.11027551672340911,0.9126946333162032,0.8987680650620132,0.8473653662801138,0.8217688458089558,50.67088270187378
178,0.0625,0.09728393194576104,0.10733446003600894,0.9099615297714375,0.8999761883826546,0.8429762920037913,0.8243931499557531,50.91806125640869
179,0.0625,0.09696574012438457,0.10618904361754287,0.9112971091462307,0.9018847325362223,0.8446893958195181,0.8270164589553203,50.777472734451294
180,0.0625,0.09827102838704983,0.10416545013709323,0.9101048057176083,0.9045986801936728,0.8426104530817665,0.8313368855591016,50.933602809906006
181,0.0625,0.09973807657758395,0.10390837058240984,0.9098110560430247,0.9045158805552237,0.8417912909864275,0.8312499132084988,52.623799085617065
182,0.0625,0.09499087755878767,0.10432625135767117,0.9106498672215534,0.9039671114341084,0.8436843128302715,0.8298391892594834,51.13459920883179
183,0.0625,0.09683169610798359,0.10339416848656571,0.912662130668356,0.9033459409090875,0.8471620254035221,0.8294942466916285,50.80497121810913
184,0.0625,0.09552008844912052,0.10318734637871692,0.9117385661534401,0.9064191446572392,0.845441833502755,0.8341368465529646,49.19897484779358
185,0.0625,0.09689241051673889,0.11113420202408308,0.910728918340078,0.8993369914620815,0.8441789201452796,0.8216512553928514,50.946998596191406
186,0.0625,0.10155490015943845,0.10707516864003468,0.9052386705690574,0.9017685475178375,0.8351107455362821,0.8258858484766272,49.24356198310852
187,0.0625,0.10559467909236749,0.10886086523532867,0.9011871040534059,0.8991440313336504,0.8281096701573801,0.8227556901737532,51.621782541275024
188,0.0625,0.1001945123076439,0.11044218510757257,0.9094854584248365,0.9011524260864785,0.841919858318658,0.8257052930052898,53.211395263671875
189,0.0625,0.09568627228339513,0.10618539632838449,0.9130468016053892,0.9035719016489394,0.8475812219752925,0.8286751696269505,50.856334924697876
190,0.0625,0.09685766113301118,0.1026809423119443,0.9110384921733872,0.9058642958140666,0.8441481206301866,0.8331989772863821,51.314202547073364
191,0.0625,0.09558518181244532,0.10701628608836068,0.9111342881530844,0.9022740362097827,0.844778972289518,0.8280432099031837,51.040735721588135
192,0.0625,0.09782550719877084,0.10613983759173641,0.9089284587842529,0.9032761281787635,0.8414156079637356,0.8288306520457859,50.043901443481445
193,0.0625,0.09398551533619563,0.10580264669632225,0.9130522943725888,0.9022945846750298,0.8478529095597003,0.8275045133393305,49.82169032096863
194,0.0625,0.09479200386752686,0.10909731471489487,0.9140506865709066,0.9007442690199219,0.8494110697685807,0.8247206857792138,51.7853467464447
195,0.0625,0.09540546673039595,0.10784085481255143,0.9136163844117654,0.9018190722691608,0.8484359664005829,0.8263316021217907,50.482245206832886
196,0.0625,0.09897749746839206,0.10771750204970316,0.9122735127361833,0.9012632626824701,0.8463941047587971,0.825428300322806,49.485941886901855
197,0.0625,0.09444637584189573,0.1059492950331527,0.9137283415006304,0.9032353319289725,0.8485460638497461,0.8296856276744144,50.885520219802856
198,0.0625,0.09292449404795965,0.103515177995825,0.915928816431678,0.9058628547136257,0.8522609075944867,0.8334339891357007,50.06735825538635
199,0.0625,0.09144877567887306,0.10442533156999345,0.9157480622330058,0.9040648998727874,0.8514256430807261,0.8306236922277905,51.20055866241455
200,0.0625,0.09358149493734041,0.128031958277824,0.9111389976924992,0.867719380800803,0.8452294252342943,0.7717078626123943,52.85092377662659
201,0.0625,0.10773984690507253,0.11298198636176655,0.8975054735455565,0.8950015675255178,0.8215996588607136,0.8163442142868247,51.01821994781494
202,0.0625,0.10215666070580483,0.12416529434698599,0.9040591804586615,0.8834895229296233,0.8328456783868743,0.7978043442350664,52.14436721801758
203,0.0625,0.10784694664180279,0.10841585757065211,0.8991998271035213,0.8975856559261429,0.8248991473776318,0.8196045796750197,50.65964674949646
204,0.0625,0.10117281470447778,0.10662265128068964,0.9075431735881624,0.9023741835385009,0.838457120185398,0.8280638425126063,51.663336992263794
205,0.0625,0.11073902683953445,0.13310936056537392,0.8983996238415766,0.8785198435761835,0.8245000987864614,0.7902477523430754,50.794410943984985
